author_nidn,author_name,openalex_id,faculty,total_publications,total_citations,h_index,i10_index,avg_citations_per_paper,publications_last_5_years,citations_last_5_years,most_cited_paper,most_cited_paper_citations,first_publication_year,latest_publication_year,open_access_percentage
"","Aldi Hamzah Anugrah","A5093569847","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Edo Rahmat Hidayat","A5093569848","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sinta Afifah K Assem","A5093632356","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rudhi Lesmana","A5093656549","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Latiffa Rojikin Putri","A5093698123","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Karlina Mendisa","A5093698124","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Febilita Wulansari","A5093702089","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Manap Solihat Manap","A5093703822","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Melly Maulin P. Melly","A5093703823","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Calista Azzahra Calista","A5093703824","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Nur Alviansyah","A5093741322","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nissa Nur Fitriana","A5093741893","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Myrna Dwi Rahmaty","A5093741894","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Nur Alviansyah","A5093741951","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ristian Aditya","A5093741958","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fatwa Ibnu Isa","A5093747676","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Amanda Aprilia Dwisanny","A5093767531","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Reyhan Syafier Al Hadad","A5093767553","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Sri Pernia Warakmulty","A5093767567","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fikri Nugraha","A5093780562","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tria Khaerunisa","A5093780563","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Raudatussholihat Amalia","A5093780565","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Dianto Setiyadi","A5093780566","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Gradiyanto Putera Husein","A5093780567","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Noviana Rosmawati","A5093780569","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tria Khaerunisa","A5093780571","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Adhityarismawan Mooduto","A5093780572","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Giovani Octaviana","A5093780573","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fikri Muntaza","A5093780576","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Bagus Perdana Yusuf","A5093780577","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Vernandy Bagaskara","A5093780578","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Jajang Saeful Anshor","A5093780583","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhamad Agil Alfariski","A5093780625","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Bagus Haruman","A5093780627","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","A T Yongki","A5093782366","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Taufiq Rizky Darmawan Suseno","A5093797237","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rani Adhari","A5093805429","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andre Marsal Mawirta","A5093814861","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Utama Jana Utama","A5093912401","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ipunk Mardiansyah Pratama","A5094029300","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Hanna Sellia","A5094032975","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mohammad Syukron Alawy","A5094037208","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Heri Mahfudin","A5094060353","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Syifa Salsabila Andriputri","A5094093677","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Tsara Noor Alifah","A5094093678","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Almira Fathriana Azzahra","A5094093679","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Lhatifah Berliani","A5094097771","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mirza Fazlur Rahman","A5094170561","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Farhan Fathur Ramadhan","A5094184107","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sekar Ayu Hardianti","A5094232258","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Denmas Adityo Sumaryatno","A5094234280","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Difa Aldira Hakim","A5094234281","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Adventus Harun","A5094244719","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tiar Sinaga","A5094261411","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Alien Adiartin Mulyani","A5094261935","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Rahmelia Prastamawati Parji","A5094270463","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lanang Dwi Wicaksono","A5094270464","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Zian Andra Fadian Fitriana","A5094270465","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Adrian Bahar","A5094270467","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Keygi Nisatazkiyah Floresti Ponsen","A5094270469","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Annisa Ghaisani Dzatil Hidayah","A5094270470","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ega Wiana Nurihuda","A5094270471","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nestia Nurul Aprilliani Putri","A5094270472","Fakultas Teknik dan Ilmu Komputer","0","0","0","0","0","0","0","","0","","","0"
"","Faza Najmi Tsaniya","A5094270476","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Husnun Habibah","A5094270478","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Chrisna Yuda Tama Heryana","A5094270482","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Mohammad Ali","A5094270483","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Qori Luthfiani","A5094270485","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nada Asilah","A5094270486","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Desti Nuryuliyanti Dewi","A5094270491","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fasya Dinda Dinizar","A5094270507","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Mohamad Zidan Alfarizy","A5094270510","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Amanina Nugraheny","A5094270511","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Rifan Fadliansyah","A5094270512","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Milzam Mustafid","A5094270513","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Raka Perdana","A5094270516","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ake Putri Gunawan","A5094270522","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fabian Firmansyah Faran","A5094270525","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Avie Adilayasmin","A5094270537","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Naura Fadhila","A5094270556","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dila Alfianto","A5094272404","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Sianita Devi S","A5094272405","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Revi Wiranti","A5094272407","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Oktorius Tri Rezeki Zai","A5094297749","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sinta Afifah Kurnia","A5094297751","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rio Sempana","A5094616298","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Karo Karo","A5094616299","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sulistyowati Daya","A5095082918","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Jurnal Desain","A5095325612","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dan Arsitektur","A5095325613","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Gedebage Dengan","A5095325614","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tema Estetika","A5095325615","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dalam Struktur","A5095325616","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Kegiatan Konvensi","A5095325617","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Jurnal Desain","A5095325618","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dan Arsitektur","A5095325619","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Prodi Teknik","A5095325620","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yessica Geovani","A5095325622","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Regi Fera","A5095502948","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ir Ardiansyah","A5095502949","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S Herman","A5095502950","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ftabel Dengan Demikian Harga Fhitung Lebih Besar Dari Harga Ftabel","A5095502951","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ha Hal","A5095502952","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dan Diterima","A5095502953","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ditolak Ho","A5095502954","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Imam Dzaki","A5095552515","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nur Syauqi","A5095552516","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Wanita Subadra","A5095552517","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Stasiun Garut","A5095552518","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Arsitektur Teknik","A5095650141","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yang Mampu","A5095650142","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Memberikan Edukasi","A5095650143","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sampah Bagi","A5095650144","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Generasi Masa Depan","A5095650145","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yono Yono","A5095657854","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tri Widianti","A5095685762","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Masjid Al","A5095685763","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Hasanah Merupakan Masjid","A5095685764","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nuraini Ayu Mawarini","A5095859049","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Pramanda Aryan","A5095978943","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Muhamad Restu Fadillah","A5095978944","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Maulvi Muhammad Faruqi","A5095982710","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nada Archy Dhafina","A5096022946","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Egi Lank Masken","A5096024308","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Ichsan Jatnika","A5096043802","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Khaira Ummah","A5096065535","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yusuf Rakha Wijaya","A5096068351","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Maulana Raihan Fathin","A5096083992","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Kania Evita Dewi","A5096114915","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Prayogi Haris Affendi","A5096128073","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Weldira Tarigan","A5096128859","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Faris Naufal Adiputra","A5096146948","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ikra Esa A'raaf Mahardika","A5096146954","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mia Nur Alifa","A5096168791","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fauzan Lukmanul Hakim","A5096170765","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fanny Aulia Nurfadilah","A5096195346","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Richi Dwi Agustia","A5096198419","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Ahmad Azhar ZA","A5096198793","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Eko Dwy Priyanto","A5096260509","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","D D Rhamdhan","A5096288141","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Kurnia Tsani Alamsyah","A5096289889","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Masduki Masduki","A5096294249","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Bramasta Bramasta","A5096325250","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Dhiyaa Rifqi Taufiqurrahman","A5096327788","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Aria Rajasa Pohan","A5096327789","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Novia Aenu Rizqi","A5096358399","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Zahrah Aghnia Sholihah","A5096360461","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Krisna Oktavian Wicaksono","A5096361700","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Alif Finandhita","A5096364445","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","R Elsa","A5096380185","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dhiyaa Rifqi Taufiqurrahman","A5096380508","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Hayin Ananta","A5096467304","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dhimas Bimantoro","A5096519322","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Rizki Pahlevi","A5096520190","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Gesya Nadila","A5096520191","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Shafira Hardian Alkhoir","A5096548015","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","S J Choirani","A5096577653","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Yulia Puspa","A5096608060","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Davina Putri Ninditya","A5096640851","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Dwi Pujining Tyas","A5096678759","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","N F Rizkiya","A5096708196","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Dede Risman","A5096713691","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rafli Fadhilah Baehaki","A5096713722","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andri Sahata","A5096850039","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Osvaldo Silitonga","A5096853721","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Admin JTK TI","A5097047836","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","T Tosin","A5097192736","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Q A Baihaqi","A5097396601","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","T D Pahlawan","A5097396602","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","G I Ohoitimur","A5097805047","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Herlianti","A5097948875","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Sofiyanudin","A5098128726","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Alifya Muhammad Nursukma","A5098136861","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Jafrudin","A5098650626","Fakultas Teknik dan Ilmu Komputer","0","0","1","0","0","0","0","","0","","","0"
"","Muhammad Agy Nurwicaksono","A5098666611","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rangga Sidik","A5098666614","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Tatik Rohmawati","A5098903568","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Muhammad Rizki Nur Kandias","A5099036417","Fakultas Ekonomi dan Bisnis","0","0","1","0","0","0","0","","0","","","0"
"","Muhamad Yani Syafeii","A5099096011","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Lutfi Bagja Sudrajat","A5099246441","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Siti Kurnia","A5099395565","Fakultas Lainnya","0","0","1","1","0","0","0","","0","","","0"
"","Cherry Cherry Dharmawan","A5099526822","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Bassya Saquf Turmudzi","A5099526823","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Sarah Salmadha Putri","A5099526824","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Balya Ramdifa Al Aziz","A5099526825","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mohammad Ali","A5099691695","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Fajar Simon Prederick Hutajulu","A5100013875","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yahya Ayash Faizal","A5100013883","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Wahyu Aji Pamungkas","A5100013932","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Pritha Fitria Natasha Natasha Bekti","A5100013960","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Wildan Firdaus","A5100014019","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Solechatun Salamah","A5100014148","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yuda Prawira Dinata","A5100014193","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Silmi Rawdhotunnimah","A5100014405","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","De Diki Andriana","A5100014432","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Freddy Setiawan Widjaya","A5100014478","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Diani Nur Aishah","A5100014486","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Daffa Setia Darussalam","A5100014524","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Putri Nurhayat","A5100014568","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Muhamad Rizqi Rizaldi","A5100014759","Fakultas Desain","0","0","1","0","0","0","0","","0","","","0"
"","Hafizh Fakhri Natama","A5100014965","Fakultas Ekonomi dan Bisnis","0","0","0","0","0","0","0","","0","","","0"
"","Fauzi Farhan Arifin","A5100014982","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Putri Melia Wulandari","A5100014987","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Vanessa Putri Christianty Sinulingga","A5100015026","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rismawaty Rais","A5100015092","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tirza Aquire Lie End Rorong","A5100015093","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Mira Pratiwi","A5100015133","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Christian Fernando Sambuaga","A5100015153","Fakultas Desain","0","0","0","0","0","0","0","","0","","","0"
"","Silvia Cesilia Paliama","A5100015219","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rifky Iqbal Kukuh Pamungkas","A5100015267","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Reza Nur Arvi","A5100018863","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Soni Mulyawan Setiana","A5100037151","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rahma Wahdiniwaty","A5100037171","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Dafrian Wicaksana","A5100037200","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Deden A. Wahab Sya’roni","A5100037201","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Vito Faisal Reynaldi","A5100037212","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Anisa Arianingsih","A5100037213","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dyah Ayu Kusumaningrum","A5100037217","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rini Maulina","A5100037218","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Marilyn Fiona Sinurat","A5100037232","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Asih Prihandini","A5100037233","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Kankan Kasmana","A5100037257","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Andicka Pertiwi","A5100037278","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Deden A. Wahab Sya’roni","A5100037279","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nuzila Damarwanti","A5100037312","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Febry Maharlika","A5100037313","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Frenomena Minggo","A5100037340","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Taufan Hidayatulla","A5100037341","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Yohanes Paulus Karrol","A5100037347","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","M Syahril Iskandar","A5100037348","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Soni Mulyawan Setiana","A5100037352","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Rofi Abdul Hafidz","A5100037385","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Herman S Soegoto","A5100037386","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Nabila Khoirunnisaa","A5100037434","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fenny Febrianty","A5100037435","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Desayu Eka Surya","A5100037442","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tsalisatun Khoerun Nisa","A5100037443","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Andrias Darmayadi","A5100037447","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Aelina Surya","A5100037448","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Rifki Nugraha","A5100037454","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ganjar Miftahuddin","A5100037455","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Ivan Kurniawan","A5100037456","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dhafin Arya Nugraha","A5100037476","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dessy Tasya Renita","A5100037483","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Tiara Isfiaty","A5100037484","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Risman Taufik Rohendi Natamiharja","A5100037485","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Firda Fauzyah","A5100037487","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Anisa Arianingsih","A5100037488","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Raden Heryaningtias Ramadhianti","A5100037489","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Nauval Ammar Triatama Ramdhan","A5100037493","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Windy Arista Raminda","A5100037720","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fajri Khoerul Umam","A5100037721","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Fhoeby Nursoufiliani","A5100037728","Fakultas Lainnya","0","0","1","0","0","0","0","","0","","","0"
"","Fairuzyah Rofifah Azis","A5100037730","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Dio Fathul Rachman","A5100037741","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
"","Intan Fauzi Septiana","A5100037742","Fakultas Lainnya","0","0","0","0","0","0","0","","0","","","0"
